Year,Month,Region,Industry,Application,Bearing_Type,Sales_Channel,Buyer_Category,Buyer_Tier,Product_Class,Dealer_ID,Repeat_Order_Count,Order_Quantity,Price_Per_Unit,Revenue,Lead_Time,Inventory_Status,Warehouse,Competitor_Brand,Competitor_Price_Index,Failure_Risk_Score,Operating_Temperature_C,Contract_Length_Years,Machine_Age_Years
2025,9,North,Mining,Rolling Mill,SRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1378,3,293,2857842.94,837347981.43,1 Week,Stock Available,Chennai,NRB,0.98,0.94,53.73,2,16
2024,4,North,Steel,Screen,CRB,RFQ,Small Dealer,Top 20% Buyer,Store Item,1311,5,286,2487105.82,711312264.09,1 Week,Stock Available,Bangalore,Schaeffler,0.94,0.74,163.65,2,9
2020,8,East,Steel,Pump,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1058,2,302,12924980.07,3903343982.13,1 Week,Stock Available,Delhi,Schaeffler,1.08,0.51,159.07,3,8
2022,9,East,Others,Screen,Others,Rate Contract,PSU,Other Buyer,Stranger,1303,5,206,8997705.51,1853527335.72,4 Weeks,Stock Available,Kolkata,Chinese Imports,1.16,0.51,137.57,2,6
2025,9,South,Steel,Gearbox,SRB,RFQ,PSU,Other Buyer,Store Item,1034,3,302,1725609.21,521133982.23,1 Week,Stock Available,Chennai,Timken,0.82,0.81,82.0,2,2
2025,4,North,Paper,Motor,SRB,RFQ,PSU,Other Buyer,Store Item,1492,6,100,13303625.85,1330362585.2,1 Week,Stock Available,Delhi,Chinese Imports,0.89,0.12,53.08,2,6
2023,11,South,Steel,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Stranger,1490,3,43,6658597.33,286319685.15,4 Weeks,Stock-Out,Chennai,Chinese Imports,0.91,0.15,148.93,2,19
2024,1,East,Others,Crusher,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1220,2,321,14840359.51,4763755401.96,16 Weeks,Stock Available,Delhi,Schaeffler,1.12,0.34,70.5,1,18
2021,6,East,Steel,Pump,CRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1122,3,252,4226433.64,1065061278.51,1 Week,Stock Available,Chennai,NRB,0.77,0.75,101.73,2,6
2025,11,East,Power,Rolling Mill,Others,RFQ,Small Dealer,Other Buyer,Store Item,1101,2,307,7932277.32,2435209136.94,1 Week,Stock Available,Delhi,NRB,1.01,0.07,114.32,1,7
2021,9,East,Mining,Rolling Mill,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1514,2,308,2596537.29,799733484.39,4 Weeks,Stock Available,Bangalore,Chinese Imports,0.88,0.34,135.96,2,2
2025,5,North,Power,Rolling Mill,SRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1312,8,244,6595612.09,1609329350.48,4 Weeks,Stock Available,Mumbai,Chinese Imports,1.14,0.32,108.24,1,4
2024,11,East,Steel,Crusher,TRB,RFQ,Small Dealer,Other Buyer,Store Item,1505,1,184,2648096.17,487249695.95,1 Week,Stock Available,Delhi,Chinese Imports,0.87,0.49,137.23,1,16
2024,9,South,Power,Motor,TRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1493,3,165,4608494.01,760401511.41,1 Week,Stock Available,Chennai,Chinese Imports,1.19,0.46,153.97,3,3
2023,11,East,Mining,Rolling Mill,TRB,RFQ,OEM,Top 20% Buyer,Store Item,1198,3,159,4048015.27,643634428.35,1 Week,Stock Available,Delhi,Timken,0.71,0.71,139.83,2,7
2021,11,East,Steel,Screen,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Store Item,1512,4,161,4246437.66,683676463.28,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.82,0.63,81.93,3,3
2021,10,South,Steel,Rolling Mill,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1329,3,214,14547395.88,3113142717.85,4 Weeks,Stock Available,Bangalore,SKF,0.93,0.9,165.2,2,7
2021,8,West,Power,Motor,SRB,RFQ,OEM,Other Buyer,Insurance Spare,1326,6,388,576735.75,223773470.6,1 Week,Stock-Out,Kolkata,SKF,0.83,0.18,117.08,2,11
2021,3,East,Steel,Pump,CRB,RFQ,Small Dealer,Other Buyer,Stranger,1009,3,359,7452943.01,2675606539.2,1 Week,Stock Available,Chennai,Timken,1.07,0.43,105.15,2,16
2024,5,East,Cement,Pump,TRB,RFQ,OEM,Other Buyer,Insurance Spare,1126,5,115,9438701.89,1085450717.83,1 Week,Stock Available,Delhi,SKF,1.11,0.4,120.51,2,16
2022,7,South,Steel,Crusher,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1230,5,288,9911434.19,2854493045.63,4 Weeks,Stock-Out,Delhi,NRB,1.05,0.11,107.65,1,14
2020,10,East,Power,Motor,Ball Bearing,Rate Contract,OEM,Top 20% Buyer,Insurance Spare,1014,1,270,11318195.14,3055912687.85,4 Weeks,Stock Available,Kolkata,SKF,1.19,0.16,145.72,2,16
2025,9,East,Steel,Screen,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1486,5,366,11414490.68,4177703590.63,1 Week,Stock Available,Mumbai,Timken,0.93,0.34,98.89,2,7
2025,5,East,Power,Motor,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1441,4,148,14332546.52,2121216884.43,1 Week,Stock Available,Bangalore,Schaeffler,1.19,0.73,148.74,2,2
2025,1,South,Steel,Screen,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1273,3,104,11335029.09,1178843025.6,4 Weeks,Stock-Out,Delhi,Schaeffler,0.76,0.15,146.42,1,9
2025,8,North,Steel,Screen,Others,Rate Contract,PSU,Other Buyer,Store Item,1002,3,261,12355345.79,3224745251.2,1 Week,Stock-Out,Delhi,Timken,1.12,0.27,78.76,2,5
2021,5,South,Steel,Motor,TRB,RFQ,Large Distributor,Other Buyer,Store Item,1325,2,122,7984749.94,974139492.21,1 Week,Stock Available,Chennai,Chinese Imports,0.72,0.68,53.43,1,10
2022,11,North,Others,Gearbox,CRB,Rate Contract,Small Dealer,Top 20% Buyer,Insurance Spare,1252,6,342,9865113.85,3373868936.84,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.97,0.6,159.13,2,11
2024,1,West,Steel,Motor,CRB,RFQ,Small Dealer,Other Buyer,Store Item,1533,5,392,7171885.63,2811379165.95,1 Week,Stock Available,Chennai,SKF,0.94,0.1,63.65,2,18
2024,10,East,Mining,Screen,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1054,5,217,4146284.65,899743768.05,4 Weeks,Stock Available,Bangalore,Timken,1.13,0.94,44.37,2,10
2021,12,East,Steel,Rolling Mill,Others,RFQ,OEM,Other Buyer,Store Item,1447,2,136,4700773.67,639305219.0,4 Weeks,Stock Available,Delhi,Chinese Imports,1.05,0.15,96.33,2,14
2025,4,South,Steel,Pump,Others,RFQ,OEM,Other Buyer,Stranger,1296,1,119,5408016.73,643553990.74,4 Weeks,Stock-Out,Kolkata,Timken,0.92,0.06,75.58,2,9
2021,8,East,Power,Pump,Ball Bearing,RFQ,Small Dealer,Other Buyer,Insurance Spare,1372,1,323,5109676.59,1650425539.39,1 Week,Stock Available,Kolkata,Timken,1.15,0.3,70.85,2,2
2021,2,East,Power,Crusher,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1468,4,295,7997434.61,2359243210.65,1 Week,Stock Available,Kolkata,Chinese Imports,1.14,0.03,64.12,2,9
2023,10,North,Others,Pump,Others,Rate Contract,OEM,Top 20% Buyer,Insurance Spare,1135,3,120,3714505.97,445740716.92,1 Week,Stock Available,Bangalore,SKF,0.71,0.03,144.89,1,17
2023,9,North,Others,Gearbox,SRB,RFQ,PSU,Other Buyer,Stranger,1245,2,305,7749651.04,2363643566.37,1 Week,Stock Available,Mumbai,Chinese Imports,1.14,0.58,149.68,3,5
2023,7,East,Mining,Screen,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Store Item,1069,2,61,13743623.02,838361004.08,4 Weeks,Stock Available,Mumbai,Schaeffler,0.96,0.89,46.49,3,14
2020,9,West,Cement,Motor,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1480,4,381,6089481.19,2320092335.06,1 Week,Stock Available,Mumbai,Chinese Imports,1.12,0.4,116.55,2,18
2025,12,North,Power,Motor,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1529,1,156,3339722.06,520996641.53,4 Weeks,Stock Available,Chennai,SKF,0.79,0.3,58.92,2,19
2022,4,North,Steel,Gearbox,Others,RFQ,Large Distributor,Other Buyer,Store Item,1489,2,280,5202864.56,1456802076.89,1 Week,Stock Available,Chennai,Chinese Imports,0.78,0.91,109.94,1,9
2021,1,East,Others,Pump,CRB,Rate Contract,OEM,Other Buyer,Stranger,1502,1,170,13153314.34,2236063438.15,1 Week,Stock Available,Bangalore,Chinese Imports,1.06,0.06,88.71,2,3
2025,12,West,Cement,Screen,SRB,RFQ,PSU,Other Buyer,Insurance Spare,1116,1,156,14125471.18,2203573504.61,1 Week,Stock Available,Kolkata,Schaeffler,0.84,0.47,68.25,2,17
2025,9,West,Power,Pump,TRB,Rate Contract,Large Distributor,Top 20% Buyer,Insurance Spare,1256,6,216,13300307.93,2872866512.89,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.98,0.25,172.73,1,4
2025,12,North,Steel,Crusher,Others,RFQ,PSU,Other Buyer,Store Item,1427,5,284,4310242.68,1224108920.1,16 Weeks,Stock Available,Delhi,Chinese Imports,1.04,0.38,173.94,1,7
2025,10,North,Steel,Pump,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Stranger,1114,0,330,5817707.19,1919843373.11,1 Week,Stock Available,Mumbai,SKF,1.01,0.41,118.96,2,3
2024,12,South,Others,Crusher,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1493,3,106,14624008.37,1550144887.29,4 Weeks,Stock Available,Bangalore,Chinese Imports,1.05,0.55,66.33,1,9
2023,7,East,Steel,Motor,Others,RFQ,Small Dealer,Other Buyer,Store Item,1061,3,387,4857811.71,1879973130.19,1 Week,Stock Available,Mumbai,Schaeffler,1.01,0.45,121.66,1,14
2020,11,South,Power,Screen,SRB,RFQ,PSU,Other Buyer,Store Item,1496,3,378,2067932.75,781678581.21,1 Week,Stock Available,Delhi,SKF,0.89,0.99,169.99,1,12
2022,12,South,Steel,Rolling Mill,SRB,RFQ,PSU,Other Buyer,Insurance Spare,1079,8,257,4231441.78,1087480537.69,1 Week,Stock Available,Delhi,SKF,0.75,0.03,92.89,2,6
2022,9,West,Paper,Crusher,TRB,RFQ,PSU,Other Buyer,Insurance Spare,1484,1,285,14459664.32,4121004331.91,1 Week,Stock Available,Delhi,Chinese Imports,1.13,0.76,59.28,2,10
2021,4,North,Steel,Pump,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1021,0,85,6238155.12,530243185.39,4 Weeks,Stock Available,Bangalore,Chinese Imports,1.12,0.05,137.12,1,14
2024,5,South,Paper,Pump,Others,RFQ,PSU,Other Buyer,Insurance Spare,1323,5,277,14008231.74,3880280193.0,1 Week,Stock Available,Mumbai,Chinese Imports,0.7,0.43,131.88,2,18
2023,4,West,Steel,Motor,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1516,2,62,1561269.05,96798681.3,4 Weeks,Stock Available,Bangalore,Timken,1.12,0.2,40.19,1,3
2020,5,East,Paper,Gearbox,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1260,0,6,11490842.94,68945057.65,1 Week,Stock Available,Delhi,Chinese Imports,0.78,0.95,159.5,2,16
2021,6,East,Mining,Rolling Mill,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1128,5,343,1400187.23,480264218.34,16 Weeks,Stock Available,Mumbai,Timken,0.87,0.72,132.5,1,11
2024,9,East,Steel,Gearbox,Others,Rate Contract,PSU,Top 20% Buyer,Store Item,1283,3,13,2962467.97,38512083.62,1 Week,Stock Available,Chennai,SKF,0.91,0.46,67.4,1,13
2020,10,North,Power,Pump,SRB,Rate Contract,OEM,Other Buyer,Insurance Spare,1046,3,195,9241548.98,1802102050.34,1 Week,Stock Available,Bangalore,Schaeffler,1.04,0.95,40.45,2,9
2025,7,East,Steel,Gearbox,CRB,RFQ,PSU,Other Buyer,Insurance Spare,1187,4,127,6517195.05,827683771.27,16 Weeks,Stock Available,Chennai,Chinese Imports,0.75,0.72,176.12,2,14
2023,10,East,Steel,Rolling Mill,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1018,1,108,10000127.13,1080013729.57,1 Week,Stock Available,Chennai,Chinese Imports,1.11,0.95,145.66,3,15
2023,2,East,Paper,Rolling Mill,SRB,RFQ,PSU,Other Buyer,Store Item,1007,7,87,14601095.44,1270295303.67,4 Weeks,Stock Available,Kolkata,Schaeffler,1.17,0.7,91.11,2,19
2023,2,East,Power,Screen,SRB,Rate Contract,Large Distributor,Other Buyer,Stranger,1036,3,113,790743.79,89354048.53,1 Week,Stock Available,Delhi,Chinese Imports,1.18,0.08,100.59,1,2
2025,4,East,Steel,Gearbox,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1071,3,124,2874432.41,356429619.37,4 Weeks,Stock Available,Chennai,Timken,0.75,0.62,115.44,2,13
2022,9,West,Steel,Screen,CRB,RFQ,PSU,Other Buyer,Store Item,1380,2,394,9603373.23,3783729052.28,1 Week,Stock Available,Bangalore,SKF,1.16,0.98,140.61,2,18
2024,4,South,Steel,Pump,SRB,Rate Contract,OEM,Other Buyer,Store Item,1265,4,232,13447900.89,3119913006.9,4 Weeks,Stock Available,Delhi,Schaeffler,0.98,0.21,64.21,1,2
2023,5,North,Paper,Pump,Others,RFQ,Large Distributor,Other Buyer,Store Item,1066,4,271,11964726.74,3242440947.82,1 Week,Stock Available,Delhi,SKF,1.06,0.79,67.4,2,3
2022,7,East,Steel,Pump,TRB,RFQ,PSU,Other Buyer,Store Item,1063,5,110,6983758.66,768213452.59,4 Weeks,Stock Available,Bangalore,Schaeffler,1.17,0.18,46.76,2,14
2025,12,North,Others,Motor,Ball Bearing,Rate Contract,PSU,Top 20% Buyer,Store Item,1029,5,221,11182130.31,2471250797.91,1 Week,Stock-Out,Mumbai,Chinese Imports,1.03,0.45,178.01,2,1
2024,1,West,Others,Gearbox,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Store Item,1015,2,132,3121495.09,412037352.09,1 Week,Stock Available,Bangalore,SKF,0.93,0.08,162.58,2,12
2024,10,West,Steel,Crusher,TRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1277,1,290,205998.32,59739514.07,1 Week,Stock Available,Mumbai,NRB,0.96,0.34,117.41,1,5
2025,10,South,Steel,Rolling Mill,SRB,RFQ,OEM,Other Buyer,Store Item,1276,1,342,8550266.95,2924191298.34,16 Weeks,Stock Available,Delhi,Chinese Imports,1.04,0.78,100.24,2,19
2025,11,East,Paper,Crusher,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1220,4,375,12198677.54,4574504075.66,4 Weeks,Stock Available,Bangalore,NRB,1.17,0.05,73.24,2,9
2024,12,South,Steel,Pump,TRB,Rate Contract,PSU,Other Buyer,Insurance Spare,1192,0,153,6501675.75,994756390.2,1 Week,Stock-Out,Chennai,SKF,1.14,0.32,123.3,2,7
2025,1,North,Steel,Gearbox,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1023,0,155,8538748.79,1323506061.95,4 Weeks,Stock Available,Bangalore,Schaeffler,0.99,0.63,136.67,2,3
2024,3,West,Steel,Screen,TRB,RFQ,Small Dealer,Top 20% Buyer,Store Item,1140,4,65,6332741.03,411628167.1,1 Week,Stock Available,Chennai,Timken,0.81,0.95,136.49,2,7
2024,12,North,Power,Crusher,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Store Item,1025,3,162,7710587.94,1249115245.72,4 Weeks,Stock Available,Chennai,Schaeffler,0.87,0.25,40.9,2,15
2024,8,South,Mining,Pump,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1097,2,178,13265198.58,2361205347.76,1 Week,Stock Available,Delhi,NRB,0.88,0.17,138.29,2,11
2024,9,East,Steel,Crusher,Others,Rate Contract,Large Distributor,Top 20% Buyer,Insurance Spare,1275,1,278,7172122.51,1993850058.87,1 Week,Stock-Out,Mumbai,NRB,0.84,0.2,161.29,2,10
2021,10,West,Steel,Crusher,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1242,1,322,112173.5,36119866.36,1 Week,Stock Available,Mumbai,SKF,1.07,0.24,56.09,2,1
2025,10,South,Others,Rolling Mill,TRB,Rate Contract,OEM,Top 20% Buyer,Store Item,1432,2,248,11997737.64,2975438935.0,4 Weeks,Stock Available,Chennai,Chinese Imports,1.12,0.64,145.75,2,9
2025,12,North,Mining,Crusher,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1008,1,177,9265775.41,1640042247.98,1 Week,Stock Available,Mumbai,SKF,0.86,1.0,155.25,1,3
2020,12,North,Power,Pump,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1271,1,321,10955910.84,3516847379.09,1 Week,Stock Available,Bangalore,Timken,1.12,0.52,78.66,2,6
2025,11,South,Mining,Rolling Mill,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1031,0,63,13516312.05,851527659.25,4 Weeks,Stock Available,Chennai,Chinese Imports,1.07,0.27,139.69,2,18
2021,5,East,Power,Pump,SRB,RFQ,Large Distributor,Other Buyer,Stranger,1478,3,114,4293242.09,489429598.82,1 Week,Stock Available,Chennai,Chinese Imports,0.92,0.75,53.55,3,4
2022,12,North,Mining,Motor,SRB,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1127,6,374,7546068.7,2822229692.38,1 Week,Stock Available,Kolkata,Timken,1.05,0.16,130.89,3,19
2024,1,East,Steel,Motor,SRB,Rate Contract,OEM,Other Buyer,Store Item,1016,1,219,9037269.14,1979161941.85,4 Weeks,Stock Available,Bangalore,Chinese Imports,1.08,0.03,111.45,2,6
2021,5,East,Steel,Motor,Others,RFQ,Large Distributor,Other Buyer,Stranger,1472,4,311,5180893.65,1611257925.71,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.98,0.61,158.98,1,1
2025,12,North,Mining,Crusher,Others,Rate Contract,PSU,Other Buyer,Store Item,1300,3,69,12691013.44,875679927.54,4 Weeks,Stock-Out,Mumbai,Timken,0.92,0.21,103.28,2,4
2025,5,East,Power,Gearbox,Others,Rate Contract,OEM,Other Buyer,Store Item,1041,3,372,10463504.8,3892423784.06,1 Week,Stock Available,Kolkata,Chinese Imports,0.75,0.4,99.93,2,1
2023,5,North,Others,Pump,Ball Bearing,RFQ,PSU,Other Buyer,Stranger,1051,2,256,11001124.42,2816287851.75,1 Week,Stock Available,Bangalore,SKF,0.7,0.23,170.73,2,17
2020,3,East,Steel,Motor,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1187,1,302,12120116.71,3660275245.02,4 Weeks,Stock Available,Delhi,Schaeffler,1.17,0.92,170.8,2,4
2022,12,South,Others,Gearbox,TRB,RFQ,PSU,Other Buyer,Stranger,1150,2,152,3871292.4,588436444.24,1 Week,Stock Available,Delhi,Chinese Imports,0.83,0.34,45.0,2,7
2024,9,South,Others,Motor,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1243,4,232,11184637.02,2594835788.48,1 Week,Stock Available,Bangalore,Chinese Imports,1.03,0.45,107.98,2,8
2025,10,West,Steel,Motor,Ball Bearing,RFQ,Large Distributor,Other Buyer,Stranger,1490,3,303,11607111.94,3516954918.12,1 Week,Stock Available,Mumbai,Schaeffler,1.17,0.23,62.53,2,3
2024,5,North,Mining,Gearbox,SRB,Rate Contract,OEM,Other Buyer,Insurance Spare,1126,1,212,12635894.5,2678809634.86,4 Weeks,Stock Available,Delhi,NRB,1.11,0.08,78.32,1,12
2021,11,South,Power,Motor,Others,RFQ,PSU,Other Buyer,Store Item,1408,2,201,7328087.92,1472945671.12,1 Week,Stock Available,Delhi,SKF,0.76,0.51,133.26,2,19
2024,11,East,Others,Crusher,CRB,RFQ,OEM,Other Buyer,Stranger,1343,5,247,7562864.06,1868027424.01,16 Weeks,Stock Available,Mumbai,Schaeffler,1.1,0.87,58.1,1,10
2023,6,North,Power,Crusher,Others,RFQ,Large Distributor,Other Buyer,Store Item,1097,2,195,1472709.37,287178328.01,1 Week,Stock Available,Bangalore,Schaeffler,1.06,0.35,41.58,2,6
2024,7,South,Mining,Rolling Mill,CRB,RFQ,PSU,Top 20% Buyer,Insurance Spare,1067,4,175,12781820.3,2236818552.05,4 Weeks,Stock-Out,Kolkata,Chinese Imports,0.86,0.78,141.8,2,18
2020,4,West,Power,Crusher,CRB,RFQ,Large Distributor,Top 20% Buyer,Store Item,1027,3,246,8002341.49,1968576006.83,1 Week,Stock Available,Bangalore,SKF,1.04,0.03,129.79,2,6
2024,12,West,Steel,Screen,SRB,RFQ,PSU,Top 20% Buyer,Insurance Spare,1028,11,262,8916537.05,2336132706.39,1 Week,Stock Available,Kolkata,SKF,1.11,0.24,166.37,3,18
2023,10,West,Steel,Rolling Mill,TRB,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1211,2,155,1821644.99,282354973.4,4 Weeks,Stock Available,Bangalore,Timken,0.85,0.13,115.92,1,5
2025,12,East,Power,Motor,Others,Rate Contract,Small Dealer,Top 20% Buyer,Insurance Spare,1479,3,386,9027353.91,3484558607.6,4 Weeks,Stock Available,Delhi,Timken,1.13,0.4,172.35,2,11
2022,6,East,Mining,Screen,SRB,Rate Contract,Large Distributor,Top 20% Buyer,Insurance Spare,1071,5,304,629863.57,191478525.86,1 Week,Stock Available,Chennai,SKF,0.74,0.89,125.3,3,7
2024,11,West,Cement,Pump,Others,Rate Contract,Large Distributor,Top 20% Buyer,Insurance Spare,1490,2,241,13848134.57,3337400431.67,1 Week,Stock Available,Chennai,Schaeffler,0.96,0.37,94.2,2,9
2025,11,East,Cement,Gearbox,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Store Item,1109,3,157,12953067.54,2033631603.55,16 Weeks,Stock Available,Mumbai,Chinese Imports,0.82,0.6,125.18,2,3
2020,11,East,Steel,Pump,SRB,RFQ,PSU,Other Buyer,Stranger,1112,2,295,2914793.58,859864106.62,1 Week,Stock Available,Bangalore,NRB,1.06,0.9,144.89,2,19
2025,12,West,Power,Screen,TRB,Rate Contract,Small Dealer,Top 20% Buyer,Insurance Spare,1396,1,69,8907026.24,614584810.48,16 Weeks,Stock-Out,Bangalore,SKF,0.79,0.36,88.66,3,12
2024,7,West,Steel,Crusher,Others,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1231,4,254,9040502.7,2296287685.69,4 Weeks,Stock Available,Mumbai,SKF,0.87,0.37,92.15,2,18
2020,3,East,Paper,Motor,Ball Bearing,RFQ,PSU,Other Buyer,Stranger,1042,3,194,12051494.08,2337989852.15,4 Weeks,Stock Available,Mumbai,SKF,0.76,0.09,128.19,2,15
2022,10,West,Others,Rolling Mill,CRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1264,1,163,11353815.16,1850671871.81,1 Week,Stock Available,Kolkata,Timken,1.11,0.35,103.78,1,5
2024,11,South,Power,Motor,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1045,3,399,14898648.5,5944560753.07,1 Week,Stock Available,Kolkata,Chinese Imports,0.77,0.75,113.78,1,8
2020,9,West,Steel,Crusher,CRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1224,5,36,5262636.12,189454900.44,1 Week,Stock Available,Chennai,Chinese Imports,1.06,0.84,177.49,3,12
2023,4,East,Steel,Motor,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1100,1,326,1869521.79,609464104.18,1 Week,Stock-Out,Delhi,Schaeffler,1.05,0.72,46.13,2,17
2022,9,East,Cement,Gearbox,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1280,3,64,8602092.86,550533943.07,1 Week,Stock Available,Bangalore,Chinese Imports,0.77,0.01,130.71,2,19
2024,6,East,Cement,Gearbox,SRB,RFQ,OEM,Other Buyer,Stranger,1237,3,183,11459884.55,2097158872.89,1 Week,Stock-Out,Chennai,Chinese Imports,0.98,0.12,169.2,2,14
2020,7,North,Mining,Gearbox,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1245,2,240,4286928.85,1028862924.68,1 Week,Stock Available,Chennai,Timken,0.95,0.73,73.07,2,16
2025,10,East,Steel,Pump,SRB,Rate Contract,PSU,Other Buyer,Stranger,1098,3,191,3543126.05,676737076.43,1 Week,Stock Available,Delhi,Timken,1.0,0.94,69.68,3,15
2025,11,East,Mining,Crusher,CRB,RFQ,PSU,Other Buyer,Stranger,1199,1,209,12036826.83,2515696807.68,1 Week,Stock Available,Chennai,SKF,1.17,0.7,90.82,3,4
2025,5,East,Cement,Gearbox,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1255,4,119,11305844.23,1345395463.01,4 Weeks,Stock Available,Chennai,Schaeffler,0.74,0.23,50.37,2,18
2024,7,South,Steel,Screen,SRB,RFQ,OEM,Other Buyer,Insurance Spare,1436,4,258,3050911.38,787135136.14,4 Weeks,Stock Available,Delhi,Schaeffler,1.11,0.11,118.44,3,8
2021,5,North,Power,Gearbox,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1493,5,72,13039064.29,938812628.82,16 Weeks,Stock-Out,Chennai,Chinese Imports,1.13,0.88,130.36,1,5
2024,4,West,Steel,Rolling Mill,SRB,RFQ,PSU,Other Buyer,Insurance Spare,1435,2,227,2020975.87,458761522.42,1 Week,Stock Available,Bangalore,NRB,0.76,0.1,154.78,1,17
2020,11,West,Power,Pump,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1023,7,324,1638633.01,530917095.07,4 Weeks,Stock Available,Mumbai,Schaeffler,1.03,0.15,49.26,1,8
2020,12,North,Paper,Screen,SRB,RFQ,Large Distributor,Other Buyer,Stranger,1362,5,391,5266634.5,2059254090.51,1 Week,Stock Available,Delhi,SKF,1.05,0.6,101.07,3,13
2022,7,South,Power,Crusher,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1269,3,314,13297993.43,4175569937.99,4 Weeks,Stock Available,Mumbai,Timken,0.97,0.19,149.79,2,9
2023,11,East,Paper,Crusher,Ball Bearing,RFQ,Small Dealer,Other Buyer,Insurance Spare,1227,4,336,10431614.71,3505022543.33,1 Week,Stock Available,Bangalore,Chinese Imports,0.95,0.23,147.56,3,14
2024,12,East,Power,Rolling Mill,TRB,Rate Contract,PSU,Other Buyer,Insurance Spare,1127,4,176,5920802.95,1042061319.12,4 Weeks,Stock Available,Chennai,Chinese Imports,0.86,0.14,50.31,1,17
2024,12,West,Steel,Gearbox,Others,Rate Contract,PSU,Other Buyer,Store Item,1542,4,214,2358797.56,504782678.21,1 Week,Stock Available,Chennai,Chinese Imports,1.04,0.94,41.6,1,6
